,content,date,rating
6343,A fairly easy read and enticing.  I am hopeful that it will be turned into a tv event so the audience is larger.  Can see where a few facts could be overlooked but overall it lays out just like the first 9 months have...,January-20-2018,5
6344,"It was a good read, I don't know how accurate. I heard a lot of this stuff in from elsewhere.",January-28-2018,4
6345,"This provides keen insight into the current administration.  It's not perfect, but it's very good.",January-5-2018,5
6346,This book exposes my biggest fears. We have a crazy person in the White House!  I hope he is removed soon and that moving forward we must conduct psychological evaluations  for anyone running for President.  Hopefully this will be a lesson we learn without people losing their lives. So horrified that our Nation must suffer due to this one man we call trump.,January-10-2018,5
6347,"I know a lot of ""conservatives"" hate this book; well, I consider myself a liberal Democrat and I didn't like it either.  The pretext that Wolff used for gaining the entry to the White House was despicable imho.  In addition, Wolff like too many authors ""dumbs down"" the readers using obscure and confusing wording.  I am well read but not a professor of the English language but had a dictionary on my smart phone to look up the meaning of a lot of the text.In addition, I think the fact that our beloved president cats around and how many former Presidents share that distinction?  The attack on a member of the Trump administration toward the end of the book was unprofessional and bordered on libel imho.  I have no problem with some of the book, but one could argue that if you watched CNN 24/7 you would have the  same information.  I do not like President Trump but I like Mr. Wolff even  less. Wait a few more weeks and buy one used with the money saved you can buy a dictionary to figure this slime ball's diction.",March-10-2018,2
6348,"You're pulled in at the prologue.  Not impeccably written,  FULL of typos and misspellings probably the worst editing I've ever seen,  you get past it as you're sucked into the chaos that is the Trump White House.  Not going to convince the Trump loyalists,  but satisfies those of us who understood the game all along.",January-5-2018,4
6349,Solid,February-18-2018,4
6350,"Ii was told the books would come in two days after I ordered one book for my best friend, and another for myself. however, 4 days passed none of us didn't receive the book. I thought that I may never get them. After ten more days, my friend told me she received it when we are  both unexpected. Some days later I got mine too. Better late than never......",January-29-2018,5
6351,Bought to stick it to Trump.,January-6-2018,5
6352,Love it! I believe 99% Of what's in this book. That's why he talked so bad about the writer.#45. Can deal with it!,March-21-2018,5
6353,I only bought this book because Donnie tried to stop it.,April-18-2018,5
6354,"I am on page 60 and this is one boring book. While I know the author is an educated man but his writing style does not do it for me at all. He rambles and uses the biggest words he can find in ""search for words to use to make people think you are smart.""  His writing style is very difficult to keep track of what he is saying.  I'm not impressed but I will attempt to read for at least 150 pages and see if there is anything worth my time.The first part of this review was written after 60 pages.  I plowed through to the end. So many times I had to read a paragraph over several times to wade through what the author was saying.  Shortly after the 60 pages there were more ""details"".  It was really a ""Bannon"" book. It is interesting nothing much said at all about Sarah Huckabee-Sanders and her monotone reporting.  She talks down to the press and is insulting and sounds like she is spinning most everything. I'm surprised she isn't mentioned in depth.",January-28-2018,2
